42.4355, -83.184
42.4265, -83.092
42.4333, -83.043
42.362, -83.1222
42.3075, -83.101
42.3492, -83.231
42.4444, -83.192
42.3548, -83.122
42.4167, -82.958
42.388, -83.1839
42.4356, -83.184
42.4243, -83.155
42.4124, -82.963
42.4084, -83.125
42.4348, -83.213
42.4263, -83.092
42.3727, -83.197
42.4242, -83.154
42.4095, -82.964
42.3415, -83.235
42.3959, -83.238
42.3832, -83.075
42.4296, -83.088
42.3397, -83.111
42.3523, -83.24
42.3934, -83.162
42.3719, -82.943
42.4129, -83.179
42.4142, -83.129
42.3744, -83.101
42.4371, -83.073
42.4105, -83.175
42.426, -83.1519
42.4169, -82.994
42.3748, -83.003
42.374, -83.1183
42.3516, -83.144
42.4222, -83.072
42.4179, -82.923
42.4376, -83.213
42.4264, -83.246
42.4414, -83.081
42.3114, -83.113
42.3402, -83.201
42.3729, -83.079
42.4309, -83.173
42.31, -83.098
42.4311, -83.170
42.4177, -83.104
42.3706, -83.158
42.3784, -83.078
42.4172, -83.152
42.3955, -83.160
42.403, -83.2053
42.4185, -83.113
42.3146, -83.102
42.4079, -83.181
42.3115, -83.108
42.4176, -83.113
42.4503, -82.949
42.3726, -83.161
42.3856, -83.221
42.4326, -83.149
42.4378, -82.987
42.4421, -83.260
42.3489, -82.998
42.3832, -83.076
42.3672, -83.016
42.3543, -83.231
42.3518, -83.054
42.4481, -83.024
42.3597, -83.095
42.3918, -83.229
42.3542, -82.997
42.409, -83.1528
42.3977, -83.184
42.4159, -83.208
42.4431, -83.220
42.4258, -82.935
42.3147, -83.109
42.3554, -83.121
42.4398, -83.21
42.3405, -83.225
42.3942, -82.999
42.4312, -83.178
42.3541, -83.053
42.3592, -83.106
42.3773, -83.083
42.3323, -83.047
42.439, -83.2733
42.3941, -83.026
42.4011, -83.134
42.4296, -83.174
42.4326, -82.954
42.4365, -83.026
42.3911, -82.970
42.3561, -83.164
42.381, -83.1064
42.4155, -83.162
42.3788, -83.16
42.375, -82.9777
42.4338, -83.069
42.4361, -82.959
42.4202, -83.253
42.323, -83.0868
42.3745, -83.098
42.4268, -83.090
42.3971, -83.126
42.4333, -83.279
42.3664, -83.158
42.4325, -83.115
42.4488, -82.976
42.3628, -83.116
42.3627, -83.116
42.4333, -83.276
42.3942, -83.109
42.4238, -82.989
42.4431, -83.254
42.4148, -82.958
42.3543, -83.151
42.4178, -83.109
42.434, -83.0203
42.4085, -83.199
42.4102, -83.223
42.4059, -83.162
42.3135, -83.108
42.4096, -83.280
42.4382, -83.188
42.2741, -83.149
42.4237, -82.989
42.3868, -83.139
42.4188, -83.113
42.446, -83.0469
42.4148, -82.958
42.3016, -83.127
42.4458, -82.989
42.3407, -83.024
42.378, -83.0192
42.4456, -83.141
42.4333, -83.148
42.3012, -83.110
42.4395, -83.028
42.3703, -83.245
42.3879, -82.972
42.4255, -83.095
42.3574, -83.185
42.4435, -83.190
42.4099, -82.971
42.3315, -83.043
42.3624, -83.163
42.41, -82.9712
42.4214, -82.954
42.3964, -83.175
42.4107, -83.154
42.3906, -83.262
42.4072, -82.991
42.4304, -83.273
42.3845, -83.109
42.3458, -83.207
42.3698, -83.110
42.3011, -83.110
42.397, -83.1874
42.3747, -83.155
42.3614, -83.068
42.4251, -83.232
42.4463, -83.052
42.3361, -83.050
42.3579, -83.196
42.3436, -83.202
42.3663, -83.158
42.3586, -83.167
42.3586, -83.167
42.4097, -83.159
42.4402, -82.979
42.4398, -83.087
42.358, -83.2009
42.3681, -83.137
