lat,long,ind
42.4196,  -83.0139, 18000
42.3747,  -83.1387, 18000
42.3523,  -83.032, 18000
42.4456,  -83.1546, 18000
42.4055,  -82.9309, 18000
42.4169,  -82.9529, 18000
42.3789,  -83.0145, 18000
42.4201,  -82.9628, 16998
42.4061,  -83.2485, 16998
42.375,  -83.0897, 16998
42.3748,  -83.0897, 16998
42.35,  -83.0778, 16998
42.4371,  -83.0842, 16998
42.3874,  -82.9834, 16998
42.3274,  -83.0811, 16998
42.3785,  -83.0827, 16998
42.3576,  -83.2351, 16998
42.4494,  -82.9665, 16998
42.4002,  -83.2642, 16998
42.4362,  -83.171, 16998
42.4005,  -82.9872, 16998
42.3951,  -83.1594, 16998
42.3131,  -83.1343, 16998
42.4141,  -83.1892, 16998
42.2998,  -83.1298, 16998
42.4125,  -83.2505, 16998
42.447,  -83.0857, 16998
42.4035,  -82.9226, 16998
42.4256,  -83.0714, 16998
42.3382,  -83.1346, 7999
42.3619,  -83.245, 7999
42.4075,  -83.1361, 7999
42.4259,  -82.9461, 7999
42.3585,  -83.2135, 7999
42.3609,  -83.2178, 7999
42.4302,  -83.1594, 7999
42.3627,  -83.1061, 7999
42.3955,  -83.1968, 7999
42.3285,  -83.1398, 7999
42.373,  -83.1694, 7999
42.4447,  -83.167, 7999
42.4005,  -82.9872, 7999
42.4321,  -83.0419, 7999
42.4205,  -82.951, 7999
42.3527,  -83.1221, 7999
42.4446,  -83.0629, 7999
42.4181,  -82.9503, 7999
42.3672,  -83.21, 7999
42.3766,  -82.9811, 7999
42.4012,  -83.2746, 7999
42.4053,  -82.9964, 7999
42.3676,  -83.1915, 7999
42.3405,  -83.0264, 7999
42.3453,  -83.2064, 7999
42.3517,  -83.2274, 7999
42.4141,  -83.199, 7999
42.3455,  -83.1397, 7999
42.4444,  -82.9859, 7999
42.4191,  -83.1434, 7999
42.4147,  -82.9752, 7999
42.4212,  -82.9369, 7999
42.4198,  -83.1772, 7998
42.4151,  -83.1347, 7998
42.3987,  -82.9497, 18000
42.4035,  -82.9366, 18000
42.3559,  -83.1884, 18000
42.4396,  -82.9739, 18000
42.4419,  -82.9857, 18000
42.3853,  -83.1278, 18000
42.2683,  -83.1561, 18000
42.4286,  -82.9567, 18000
42.4458,  -82.9884, 18000
42.4093,  -83.24, 18000
42.3223,  -83.0905, 18000
42.3374,  -83.021, 18000
42.3915,  -83.2358, 18000
42.2737,  -83.1551, 16998
42.4046,  -83.036, 16998
42.4101,  -83.1205, 16998
42.4186,  -83.2578, 16998
42.3319,  -83.0386, 16998
42.3817,  -83.1658, 16998
42.3914,  -83.0837, 16998
42.4431,  -83.0016, 16998
42.3721,  -83.2277, 16998
42.4328,  -83.1075, 16998
42.2707,  -83.1632, 16998
42.3437,  -83.1074, 16998
42.4379,  -83.2067, 16998
42.443,  -83.0016, 16998
42.3589,  -83.1771, 16998
42.2996,  -83.1296, 16998
42.4234,  -83.1707, 16998
42.441,  -82.9592, 16998
42.307,  -83.1265, 16998
42.4165,  -82.951, 16998
42.3577,  -82.9866, 16998
42.4206,  -82.9749, 16998
42.4283,  -83.2451, 16998
42.4328,  -83.0738, 16998
42.4014,  -83.2594, 7999
42.4135,  -83.204, 7999
42.4382,  -83.1137, 7999
42.4254,  -82.9269, 7999
42.3885,  -83.2404, 7999
42.4131,  -83.1949, 7999
42.306,  -83.1263, 7999
42.4244,  -82.9615, 7999
42.3685,  -83.0188, 7999
42.4476,  -82.9958, 7999
42.4278,  -83.1854, 7999
42.4383,  -83.0019, 7999
42.3615,  -83.0986, 7999
42.3539,  -83.1494, 7999
42.404,  -82.9768, 7999
42.3951,  -83.2424, 7999
42.439,  -83.0489, 7999
42.4439,  -82.959, 7999
42.3716,  -83.1332, 7999
42.4426,  -83.1529, 7999
42.4434,  -83.1041, 7999
42.3795,  -83.1374, 7999
42.4401,  -83.1385, 7999
42.4243,  -83.2604, 7999
42.4126,  -82.932, 7999
42.3839,  -83.1344, 7999
42.3912,  -83.2374, 7998
42.4184,  -83.1084, 7998
42.4292,  -83.2341, 7998
42.4174,  -83.1508, 7998
42.4221,  -83.1183, 18000
42.3933,  -83.2036, 18000
42.3823,  -83.1146, 18000
42.4344,  -83.0047, 18000
42.4022,  -83.1771, 18000
42.3908,  -83.1897, 18000
42.4337,  -82.961, 18000
42.3804,  -83.1685, 18000
42.4176,  -82.9515, 18000
42.3336,  -83.1478, 18000
42.3996,  -82.9578, 18000
42.4209,  -83.2574, 18000
42.3431,  -83.2231, 18000
42.4448,  -82.9583, 18000
42.3862,  -83.2612, 16998
42.4115,  -83.2147, 16998
42.3586,  -83.2136, 16998
42.3387,  -83.0574, 16998
42.4166,  -82.9271, 16998
42.3897,  -83.1573, 16998
42.3867,  -82.9878, 16998
42.4125,  -82.9484, 16998
42.2833,  -83.1408, 16998
42.4323,  -83.2031, 16998
42.435,  -83.0298, 16998
42.2996,  -83.1049, 16998
42.4409,  -83.2186, 16998
42.3891,  -82.976, 16998
42.4111,  -83.2202, 16998
42.3916,  -83.1073, 16998
42.3429,  -83.066, 16998
42.3857,  -83.2719, 7999
42.4331,  -82.9507, 7999
42.4436,  -82.9591, 7999
42.4118,  -83.1951, 7999
42.3428,  -83.1019, 7999
42.4101,  -82.923, 7999
42.3932,  -83.1886, 7999
42.4274,  -83.0589, 7999
42.3718,  -83.1622, 7999
42.3921,  -83.2429, 7999
42.4193,  -82.9483, 7999
42.3994,  -83.1384, 7999
42.4086,  -83.1491, 7999
42.374,  -83.0716, 7999
42.4474,  -82.9815, 7999
42.4348,  -82.9928, 7999
42.4298,  -83.01, 7999
42.4077,  -82.9455, 7999
42.4351,  -83.1163, 7999
42.4128,  -83.2112, 7999
42.4415,  -82.9673, 7999
42.4047,  -83.2345, 7999
42.4245,  -83.2351, 7999
42.4113,  -83.1849, 7999
42.3565,  -83.0813, 7998
42.3892,  -83.2365, 7998
42.4381,  -83.0335, 20999
42.4388,  -83.0562, 18000
42.4346,  -82.9924, 18000
42.3645,  -83.2176, 18000
42.4005,  -82.9929, 18000
42.29,  -83.1287, 18000
42.3542,  -83.0798, 18000
42.4317,  -83.2112, 18000
42.4457,  -82.945, 18000
42.3141,  -83.0992, 18000
42.4178,  -83.1599, 18000
42.4187,  -83.1547, 18000
42.3142,  -83.1257, 18000
42.3813,  -83.0777, 18000
42.3828,  -83.0818, 18000
42.313,  -83.1209, 18000
42.3935,  -83.1143, 18000
42.3984,  -83.2008, 16998
42.3358,  -83.0262, 16998
42.4381,  -83.0337, 16998
42.4383,  -83.0337, 16998
42.3295,  -83.0484, 16998
42.399,  -83.1751, 16998
42.2998,  -83.1293, 16998
42.3753,  -83.2381, 16998
42.4375,  -83.0017, 16998
42.3605,  -83.1141, 16998
42.4444,  -83.1637, 16998
42.3946,  -83.0805, 16998
42.4442,  -83.2084, 16998
42.4072,  -82.983, 16998
42.4291,  -82.9875, 16998
42.4059,  -82.9604, 16998
42.4289,  -82.9571, 16998
42.4441,  -83.2238, 16998
42.3747,  -83.1968, 16998
42.4383,  -83.0644, 16998
42.4397,  -83.066, 16998
42.3964,  -83.1789, 16998
42.422,  -82.9677, 16998
42.3073,  -83.1154, 16998
42.3697,  -82.9581, 16998
42.3344,  -83.0843, 16998
42.4367,  -83.1836, 16998
42.4286,  -83.2088, 16998
42.3241,  -83.0927, 16998
42.4312,  -83.2126, 16998
42.4203,  -82.9223, 16998
42.3476,  -83.042, 16998
42.4176,  -82.9891, 16998
42.4202,  -83.0032, 16998
42.3369,  -83.0509, 16998
42.372,  -83.01, 16998
42.3327,  -83.1507, 16998
42.3221,  -83.1007, 16998
42.4267,  -82.9854, 16998
42.3846,  -83.1216, 16998
42.3951,  -82.9594, 16998
42.3325,  -83.0947, 16998
42.4226,  -83.2719, 16998
42.3355,  -83.0441, 16998
42.3533,  -83.0617, 16998
42.434,  -83.025, 16998
42.3869,  -82.9903, 16998
42.4333,  -82.9833, 7999
42.4354,  -82.9652, 7999
42.4052,  -82.9966, 7999
42.4021,  -83.2698, 7999
42.4289,  -82.9377, 7999
42.3839,  -83.1616, 7999
42.4197,  -83.2099, 7999
42.3453,  -83.1321, 7999
42.4083,  -83.1626, 7999
42.4365,  -83.2262, 7999
42.3629,  -83.1528, 7999
42.3813,  -83.2071, 7999
42.3912,  -83.2214, 7999
42.4165,  -83.2817, 7999
42.3361,  -83.2274, 7999
42.4222,  -83.2277, 7999
42.4067,  -83.1537, 7999
42.3743,  -83.0714, 7999
42.4253,  -83.2714, 7999
42.442,  -83.1537, 7999
42.3825,  -83.138, 7999
42.4357,  -83.1764, 7999
42.4042,  -83.2111, 7999
42.426,  -83.1447, 7999
42.3419,  -83.0118, 7998
42.4111,  -83.2347, 7998
42.3628,  -83.0561, 7998
42.4112,  -83.2764, 18000
42.4211,  -82.9653, 18000
42.4291,  -83.2362, 18000
42.378,  -83.0206, 18000
42.341,  -83.0146, 18000
42.4442,  -83.2082, 18000
42.3291,  -83.0459, 18000
42.3385,  -83.1328, 18000
42.3482,  -83.2092, 18000
42.4327,  -83.0111, 18000
42.3948,  -83.0035, 18000
42.4183,  -83.107, 18000
42.4052,  -83.1326, 18000
42.3889,  -83.008, 18000
42.4323,  -83.0114, 18000
42.4301,  -83.2205, 16998
42.3447,  -83.1179, 16998
42.3635,  -83.2264, 16998
42.3797,  -82.9588, 16998
42.4433,  -82.9758, 16998
42.3577,  -83.0979, 16998
42.4091,  -83.263, 16998
42.3676,  -83.0845, 16998
42.3563,  -83.0996, 16998
42.4266,  -83.2393, 16998
42.3653,  -83.2201, 16998
42.3304,  -83.1325, 16998
42.3927,  -82.9833, 16998
42.3745,  -83.1929, 16998
42.415,  -83.2381, 16998
42.4481,  -83.0237, 16998
42.4273,  -83.0067, 16998
42.4108,  -83.2601, 16998
42.4305,  -83.2665, 16998
42.4128,  -83.2761, 16998
42.4126,  -83.2109, 16998
42.3363,  -83.0464, 16998
42.4433,  -82.9934, 16998
42.432,  -83.174, 16998
42.4088,  -83.1529, 16998
42.416,  -82.9512, 16998
42.3649,  -83.2193, 16998
42.4462,  -83.0169, 16998
42.4474,  -82.9803, 16998
999999.0,  999999.0001, 16998
42.3988,  -82.9629, 7999
42.3523,  -83.2285, 7999
42.4343,  -83.2054, 7999
42.4274,  -83.2225, 7999
42.3963,  -82.9585, 7999
42.4116,  -83.0457, 7999
42.3206,  -83.087, 7999
42.3367,  -83.0242, 7999
42.3658,  -82.9583, 7999
42.3603,  -83.1944, 7999
42.4155,  -82.9306, 7999
42.4126,  -83.1575, 7999
42.3952,  -82.9821, 7999
42.3767,  -83.2015, 7999
42.4319,  -83.1587, 7999
42.4427,  -83.1518, 7999
42.3359,  -83.0675, 7999
42.3404,  -83.213, 7999
42.4249,  -83.2551, 7999
42.4327,  -83.0307, 7999
42.3256,  -83.14, 7999
42.3257,  -83.1398, 7999
42.4158,  -82.9511, 7999
42.401,  -83.0224, 7999
42.3364,  -83.2232, 7999
42.4285,  -82.9374, 7999
42.4167,  -82.923, 7999
42.4166,  -82.923, 7999
42.3544,  -83.2236, 7999
42.4043,  -83.2749, 7999
42.4119,  -83.0458, 7999
42.4226,  -83.2057, 7999
42.4246,  -83.1722, 7999
42.4232,  -83.1881, 7999
42.3779,  -83.1449, 7999
42.4429,  -83.078, 7999
42.4098,  -83.0624, 7999
42.391,  -83.1358, 7999
42.4414,  -83.0813, 7999
42.4361,  -82.9928, 7999
42.4341,  -83.0523, 7999
42.4106,  -83.2502, 7999
42.4174,  -82.9479, 7999
42.352,  -83.1889, 7998
42.4109,  -83.1839, 7998
42.4115,  -83.1755, 7998
42.3829,  -83.1005, 20999
42.4292,  -82.9404, 18000
42.3833,  -83.0831, 18000
42.3577,  -83.218, 18000
42.424,  -83.1498, 18000
42.3746,  -82.9829, 18000
42.3596,  -83.2262, 18000
42.4481,  -83.0256, 18000
42.323,  -83.1068, 18000
42.4161,  -82.9626, 18000
42.4397,  -83.0991, 18000
42.3689,  -83.0767, 18000
42.3648,  -83.2213, 18000
42.4351,  -82.9778, 18000
42.348,  -83.0005, 18000
42.4328,  -82.9789, 18000
42.3088,  -83.0981, 18000
42.4147,  -83.1487, 18000
42.4414,  -83.0826, 18000
42.3404,  -83.0687, 18000
42.3751,  -83.0165, 18000
42.3408,  -83.0697, 18000
42.3476,  -83.0579, 18000
42.3613,  -83.196, 16998
42.4206,  -82.995, 16998
42.434,  -83.2326, 16998
42.3724,  -83.1975, 16998
42.4028,  -82.9915, 16998
42.3745,  -82.9829, 16998
42.4389,  -83.1018, 16998
42.3868,  -82.9502, 16998
42.3479,  -83.2187, 16998
42.4115,  -83.2562, 16998
42.3468,  -83.1044, 16998
42.4055,  -82.9289, 16998
42.4051,  -83.0231, 16998
42.4342,  -83.0047, 16998
42.4327,  -82.9846, 16998
42.4392,  -83.2803, 16998
42.4342,  -83.1615, 16998
42.4187,  -83.0759, 16998
42.3306,  -83.0424, 16998
42.4303,  -83.0099, 16998
42.2661,  -83.1563, 16998
42.4194,  -83.0593, 16998
42.383,  -83.1005, 16998
42.4094,  -83.1795, 16998
42.3882,  -83.2584, 16998
42.4327,  -83.1676, 16998
42.3882,  -83.1301, 16998
42.3425,  -83.1359, 16998
42.4375,  -83.0844, 16998
42.337,  -83.2175, 16998
42.4344,  -82.9751, 16998
42.371,  -83.1582, 16998
42.4305,  -83.1556, 16998
42.4311,  -82.9995, 16998
42.4056,  -82.9852, 7999
42.3516,  -83.2616, 7999
42.4188,  -83.0598, 7999
42.4275,  -83.1108, 7999
42.4048,  -82.9932, 7999
42.3978,  -83.2592, 7999
42.439,  -83.2449, 7999
42.4369,  -82.9945, 7999
42.407,  -83.0218, 7999
42.3854,  -83.1428, 7999
42.4255,  -83.1748, 7999
42.3872,  -83.1439, 7999
42.3365,  -83.1069, 7999
42.3758,  -82.9493, 7999
42.4063,  -83.2191, 7999
42.3178,  -83.1026, 7999
42.3133,  -83.128, 7999
42.3108,  -83.1283, 7999
42.4084,  -83.2444, 7999
42.4318,  -83.0551, 7999
42.4339,  -83.2158, 7999
42.4392,  -82.9678, 7999
42.4345,  -83.1996, 7999
42.3783,  -82.9951, 7999
42.4198,  -83.0594, 7999
42.3797,  -83.0884, 7998
42.3412,  -83.078, 7998
42.3628,  -83.0563, 7998
42.3399,  -83.0367, 7998
42.4434,  -83.1537, 20999
42.4134,  -83.0633, 18000
42.4245,  -82.9843, 18000
42.4301,  -83.2199, 18000
42.3579,  -83.1094, 18000
42.4427,  -83.0786, 18000
42.415,  -83.238, 18000
42.4268,  -82.9852, 18000
42.3358,  -83.0502, 18000
42.3818,  -83.0146, 18000
42.3803,  -83.0812, 18000
42.391,  -83.2156, 18000
42.3663,  -83.0928, 18000
42.4177,  -83.1094, 18000
42.3345,  -83.0412, 18000
42.382,  -83.0783, 18000
42.4159,  -82.9376, 18000
42.3495,  -83.2242, 16998
42.4385,  -83.0524, 16998
42.383,  -83.128, 16998
42.3701,  -83.1178, 16998
42.4279,  -83.2454, 16998
42.4168,  -82.9459, 16998
42.3913,  -82.9909, 16998
42.3488,  -83.2357, 16998
42.4026,  -83.1597, 16998
42.4184,  -83.1673, 16998
42.3506,  -83.1237, 16998
42.3538,  -83.1498, 16998
42.3358,  -83.0501, 16998
42.3486,  -83.0687, 16998
42.3327,  -83.1479, 16998
42.3788,  -83.0855, 16998
42.3516,  -83.2255, 16998
42.4465,  -83.0334, 16998
42.3087,  -83.1212, 16998
42.3778,  -83.0679, 16998
42.3107,  -83.1201, 16998
42.373,  -83.1706, 16998
42.2602,  -83.1588, 16998
42.3706,  -82.9853, 16998
42.3469,  -83.0613, 16998
42.4117,  -83.201, 16998
42.4161,  -83.2468, 16998
42.3574,  -82.9867, 16998
42.4254,  -83.1071, 16998
42.3861,  -82.9915, 7999
42.3925,  -83.1369, 7999
42.438,  -83.0622, 7999
42.4183,  -83.0719, 7999
42.3507,  -83.0075, 7999
42.3051,  -83.1284, 7999
42.4261,  -83.0544, 7999
42.3274,  -83.1341, 7999
42.3096,  -83.1319, 7999
42.4142,  -83.1872, 7999
42.3954,  -82.9331, 7999
42.3952,  -82.9335, 7999
42.4274,  -83.1962, 7999
42.4025,  -82.9578, 7999
42.3109,  -83.1202, 7999
42.4358,  -82.9815, 7999
42.4087,  -83.2143, 7999
42.4219,  -82.9341, 7999
42.4194,  -83.1868, 7999
42.3799,  -83.1361, 7999
42.4393,  -82.958, 7999
42.3934,  -83.2317, 7999
42.3407,  -83.0263, 7999
42.4164,  -82.9561, 7999
42.4076,  -82.9351, 7999
42.4342,  -83.052, 7999
42.3457,  -83.1074, 7999
42.435,  -83.2775, 7999
42.4335,  -83.2455, 7999
42.4129,  -82.9904, 7999
42.4061,  -83.1783, 7999
42.3585,  -83.1402, 7998
42.3445,  -83.2366, 7998
42.4039,  -83.1531, 7998
42.3608,  -83.0683, 7998
42.4451,  -82.971, 18000
42.3823,  -83.0741, 18000
42.3183,  -83.088, 18000
42.4499,  -82.9561, 18000
42.3958,  -83.1205, 18000
42.3653,  -83.1932, 18000
42.3491,  -83.0901, 18000
42.4164,  -83.1784, 18000
42.4148,  -83.2422, 18000
42.4087,  -83.1938, 18000
42.429,  -83.2715, 18000
42.4159,  -82.9648, 18000
42.4197,  -82.9383, 18000
42.4404,  -83.1796, 18000
42.369,  -83.1195, 18000
42.3753,  -83.081, 18000
42.4388,  -82.9502, 18000
42.3078,  -83.1358, 18000
42.3881,  -83.1667, 16998
42.3861,  -83.2366, 16998
42.4102,  -83.2662, 16998
42.3647,  -83.2414, 16998
42.4319,  -83.0453, 16998
42.4316,  -83.0455, 16998
42.3654,  -83.1516, 16998
42.4032,  -83.1437, 16998
42.3762,  -83.1434, 16998
42.3622,  -83.082, 16998
42.3994,  -82.9363, 16998
42.3135,  -83.0992, 16998
42.4344,  -83.0068, 16998
42.4139,  -83.1197, 16998
42.4387,  -83.1711, 16998
42.3488,  -83.2316, 16998
42.4163,  -83.0018, 16998
42.4195,  -82.9389, 16998
42.4161,  -82.9742, 16998
42.3407,  -83.1284, 16998
42.4188,  -83.1067, 16998
42.4312,  -82.9843, 16998
42.4211,  -82.9651, 16998
42.4216,  -82.9435, 16998
42.4387,  -82.95, 16998
42.4162,  -82.9409, 16998
42.356,  -83.2175, 16998
42.3789,  -83.0857, 16998
42.3557,  -83.0492, 16998
42.4436,  -83.2431, 16998
42.4102,  -83.1192, 16998
42.3881,  -83.1362, 16998
42.41,  -83.2662, 7999
42.4382,  -83.0012, 7999
42.3739,  -83.0048, 7999
42.3378,  -83.225, 7999
42.3484,  -83.2118, 7999
42.2985,  -83.1319, 7999
42.4202,  -82.9417, 7999
42.3805,  -83.1566, 7999
42.3998,  -82.9343, 7999
42.3937,  -83.1895, 7999
42.4182,  -83.2863, 7999
42.4047,  -82.9312, 7999
42.4206,  -83.1157, 7999
42.4113,  -83.148, 7999
42.4312,  -82.9844, 7999
42.313,  -83.1314, 7999
42.3662,  -83.2238, 7999
42.4002,  -83.2279, 7999
42.411,  -82.9787, 7999
42.4152,  -83.1996, 7999
42.387,  -83.2426, 7999
42.4213,  -83.2086, 7999
42.4048,  -83.2564, 7999
42.3824,  -83.102, 7999
42.3814,  -83.0616, 7999
42.3964,  -83.1294, 7999
42.4212,  -83.047, 7999
42.4203,  -82.9379, 7999
42.4134,  -82.9728, 7999
42.4463,  -82.9454, 7999
42.4282,  -83.1419, 7999
42.3487,  -83.2119, 7999
42.4069,  -82.9252, 7999
42.4364,  -83.2164, 7999
42.3343,  -83.2317, 7999
42.3459,  -83.2095, 7999
42.3742,  -83.1908, 7999
42.348,  -83.2423, 7999
42.3307,  -83.2259, 7999
42.3621,  -83.0902, 7998
42.3614,  -83.1113, 7998
42.3507,  -83.0671, 7998
42.3655,  -83.2279, 7998
42.3565,  -83.143, 7998
42.352,  -83.0855, 7998
42.3735,  -83.0719, 7998
42.4181,  -83.1083, 7998
42.3828,  -83.0833, 20999
42.397,  -83.1971, 18000
42.3533,  -83.101, 18000
42.4204,  -82.9836, 18000
42.4002,  -83.165, 18000
42.3736,  -83.1585, 18000
42.3845,  -83.243, 18000
42.447,  -83.0712, 18000
42.4343,  -83.0045, 18000
42.3738,  -83.1527, 18000
42.4329,  -83.0827, 18000
42.3449,  -83.1041, 18000
42.3517,  -83.1459, 18000
42.3761,  -83.1392, 18000
42.43,  -83.2336, 18000
42.4348,  -82.9851, 18000
42.3953,  -83.2048, 18000
42.3593,  -83.1029, 18000
42.4248,  -82.9603, 16998
42.3705,  -83.0006, 16998
42.4048,  -83.2563, 16998
42.338,  -83.0558, 16998
42.2626,  -83.1604, 16998
42.3747,  -83.1782, 16998
42.4158,  -83.1653, 16998
42.3337,  -83.0544, 16998
42.4249,  -83.1414, 16998
42.4208,  -83.1062, 16998
42.3642,  -83.1065, 16998
42.4045,  -83.1782, 16998
42.4384,  -83.2393, 16998
42.4163,  -83.2535, 16998
42.4007,  -83.1367, 16998
42.3305,  -83.1438, 16998
42.3965,  -83.1231, 16998
42.3758,  -83.2152, 16998
42.3921,  -83.1303, 16998
42.4125,  -82.9422, 16998
42.4122,  -82.9425, 16998
42.4155,  -83.2438, 16998
42.3737,  -83.1423, 16998
42.4295,  -83.2417, 16998
42.3844,  -83.1785, 16998
42.3689,  -83.0121, 16998
42.362,  -83.0952, 16998
42.3426,  -83.0863, 16998
42.2588,  -83.1597, 16998
999998.9999,  999998.9998, 16998
42.4295,  -83.1037, 7999
42.4388,  -83.0153, 7999
42.413,  -83.1963, 7999
42.3556,  -83.2388, 7999
42.4123,  -83.1526, 7999
42.4472,  -83.0266, 7999
42.4421,  -82.982, 7999
42.3461,  -83.2307, 7999
42.3815,  -83.2698, 7999
42.3646,  -83.0902, 7999
42.3648,  -83.0896, 7999
42.3844,  -83.237, 7999
42.34,  -83.024, 7999
42.4375,  -83.0319, 7999
42.3734,  -83.1072, 7999
42.4413,  -83.2401, 7999
42.4345,  -82.9957, 7999
42.4101,  -83.1555, 7999
42.4079,  -83.1526, 7999
42.4108,  -83.1796, 7999
42.3842,  -83.1256, 7999
42.3809,  -82.9865, 7999
42.3882,  -83.1199, 7999
42.269,  -83.1635, 7999
42.2737,  -83.1476, 7999
42.439,  -83.1767, 7999
42.3589,  -83.1079, 7998
42.4086,  -83.1751, 7998
42.3417,  -83.23, 7998
42.3615,  -83.111, 7998
42.4399,  -83.017, 7998
42.4314,  -83.1985, 7998
42.4417,  -83.2174, 7998
42.4398,  -83.0168, 7998
42.3687,  -83.1388, 20999
42.4151,  -83.2392, 18000
42.4479,  -83.0255, 18000
42.3114,  -83.1276, 18000
42.373,  -83.1783, 18000
42.3325,  -83.0513, 18000
42.4149,  -83.0701, 18000
42.3708,  -83.1119, 18000
42.3953,  -83.1593, 18000
42.4113,  -83.2573, 18000
42.3732,  -83.1464, 18000
42.3368,  -83.051, 16998
42.4211,  -82.9531, 16998
42.3654,  -83.2643, 16998
42.3687,  -83.1387, 16998
42.3963,  -82.9389, 16998
42.3721,  -83.218, 16998
42.3608,  -83.0002, 16998
42.3868,  -83.2558, 16998
42.415,  -83.1908, 16998
42.3448,  -83.1059, 16998
42.3328,  -83.093, 16998
42.342,  -83.0605, 16998
42.4469,  -83.0802, 16998
42.4401,  -83.0789, 16998
42.3839,  -82.9924, 16998
42.3554,  -83.1064, 16998
42.4045,  -83.2086, 16998
42.3436,  -83.2151, 16998
42.4014,  -82.9202, 16998
42.4012,  -82.9202, 16998
42.3763,  -83.1287, 16998
42.3729,  -83.1435, 16998
42.3438,  -83.0098, 16998
42.3129,  -83.105, 16998
42.384,  -83.195, 16998
42.3575,  -83.1892, 16998
42.3561,  -83.2398, 16998
42.3355,  -83.0459, 16998
42.4247,  -82.9844, 16998
42.4306,  -83.0724, 16998
42.4162,  -83.1652, 16998
42.4089,  -82.986, 16998
42.4159,  -82.9645, 16998
42.3862,  -83.0723, 7999
42.447,  -83.0806, 7999
42.427,  -82.9852, 7999
42.4263,  -83.2828, 7999
42.4384,  -83.0664, 7999
42.3591,  -82.9461, 7999
42.3436,  -83.0995, 7999
42.3988,  -82.9571, 7999
42.3484,  -83.2604, 7999
42.3803,  -83.2487, 7999
42.4082,  -83.0589, 7999
42.3608,  -83.1644, 7999
42.4287,  -83.2139, 7999
42.3761,  -82.9578, 7999
42.4143,  -83.1411, 7999
42.4386,  -83.0161, 7999
42.4304,  -83.0704, 7999
42.345,  -83.2385, 7999
42.355,  -83.2299, 7999
42.4102,  -82.9375, 7999
42.4489,  -82.9808, 7999
42.4248,  -83.1816, 7999
42.362,  -83.129, 7999
42.3933,  -82.9509, 7999
42.3893,  -83.1448, 7999
42.4368,  -82.9524, 7999
42.3205,  -83.0868, 7999
42.4079,  -83.1253, 7998
42.4098,  -83.1363, 20999
42.4186,  -83.0636, 18000
42.4193,  -83.1065, 18000
42.4328,  -83.0243, 18000
42.4423,  -83.2616, 18000
42.3705,  -83.0201, 18000
42.3773,  -83.1113, 18000
42.4307,  -83.1529, 18000
42.3109,  -83.1261, 18000
42.3702,  -83.0207, 18000
42.3727,  -83.0896, 18000
42.3185,  -83.101, 18000
42.3741,  -83.086, 18000
42.4049,  -82.9797, 16998
42.4046,  -82.9799, 16998
42.3863,  -83.1212, 16998
42.3682,  -83.0721, 16998
42.4414,  -83.2381, 16998
42.4422,  -82.9707, 16998
42.4224,  -83.2577, 16998
42.3618,  -83.2388, 16998
42.3448,  -83.106, 16998
42.3069,  -83.1279, 16998
42.371,  -83.1909, 16998
42.446,  -83.0041, 16998
42.3745,  -83.124, 16998
42.3173,  -83.1097, 16998
42.3463,  -83.0579, 16998
42.4452,  -83.0226, 16998
42.3589,  -83.0987, 16998
42.405,  -83.1861, 16998
42.3497,  -82.9972, 16998
42.3792,  -83.1261, 16998
42.3518,  -83.0616, 16998
42.4108,  -83.1211, 16998
42.4496,  -82.9673, 16998
42.3134,  -83.1008, 16998
42.4262,  -83.2459, 16998
42.3828,  -83.194, 16998
42.3285,  -83.1463, 16998
42.3743,  -83.1775, 16998
42.4354,  -82.962, 16998
42.4326,  -83.0866, 16998
42.415,  -83.2563, 7999
42.3204,  -83.1113, 7999
42.445,  -82.9574, 7999
42.3547,  -83.1615, 7999
42.408,  -82.9297, 7999
42.3861,  -83.0136, 7999
42.361,  -83.1601, 7999
42.3808,  -83.0699, 7999
42.3899,  -83.032, 7999
42.387,  -83.1331, 7999
42.38,  -83.1546, 7999
42.4376,  -83.0287, 7999
42.4365,  -83.2131, 7999
42.3524,  -83.2602, 7999
42.3522,  -83.2602, 7999
42.447,  -82.967, 7999
42.3572,  -83.0501, 7999
42.4141,  -82.9644, 7999
42.3939,  -83.2355, 7999
42.3801,  -83.1937, 7999
42.3645,  -83.2352, 7999
42.4126,  -83.212, 7999
42.4041,  -82.9797, 7999
42.3646,  -83.1513, 7999
42.4057,  -83.1682, 7999
42.3947,  -83.1703, 7998
42.3912,  -83.2376, 7998
42.3327,  -83.1412, 7998
42.3859,  -82.9918, 20999
42.4189,  -83.0386, 18000
42.3894,  -83.1904, 18000
42.406,  -83.161, 18000
42.4309,  -83.1806, 18000
42.4254,  -83.086, 18000
42.3562,  -83.1158, 18000
42.434,  -83.1951, 18000
42.4088,  -83.2391, 18000
42.3406,  -83.0261, 18000
42.3726,  -83.0076, 18000
42.3369,  -83.0886, 18000
42.4276,  -82.9532, 18000
42.357,  -83.0288, 18000
42.4311,  -82.9558, 18000
42.359,  -83.0596, 18000
42.3346,  -83.0491, 18000
42.2886,  -83.1658, 18000
42.3748,  -83.0154, 16998
42.4329,  -83.0853, 16998
42.4314,  -83.1468, 16998
42.4239,  -83.1813, 16998
42.3525,  -83.1042, 16998
42.4175,  -82.9517, 16998
42.3425,  -83.2025, 16998
42.4224,  -83.1466, 16998
